Domain Accession	Domain name	Count	Proteins	Accession proteins
IPR006575	RWD domain	5	['GCN2', 'GIR2', 'MTC5', 'YIH1', '[]']	['P15442', 'Q03768', 'Q03897', 'P25637', 'Q06698']
IPR024435	Histidyl tRNA synthetase-related domain	1	['GCN2']	['P15442']
IPR041715	Class II Histidinyl-tRNA synthetase (HisRS)-like catalytic core domain	1	['GCN2']	['P15442']
IPR002905	tRNA methyltransferase, Trm1	1	['TRM1']	['P15565']
IPR040586	PheRS DNA binding domain 2	1	['FRS2']	['P15625']
IPR040725	PheRS, DNA binding domain 3	1	['FRS2']	['P15625']
IPR001017	Dehydrogenase, E1 component	2	['PDA1', 'KGD1']	['P16387', 'P20967']
IPR004167	Peripheral subunit-binding domain	2	['PDX1', 'LAT1']	['P16451', 'P12695']
IPR007192	Cdc23	1	['CDC23']	['P16522']
IPR033644	Ferrochelatase, C-terminal	1	['HEM15']	['P16622']
IPR033659	Ferrochelatase, N-terminal	1	['HEM15']	['P16622']
IPR001296	Glycosyl transferase, family 1	4	['ALG1', 'SPT14', 'ALG2', 'ALG11']	['P16661', 'P32363', 'P43636', 'P53954']
IPR014848	Reduced growth phenotype protein 1	1	['RGP1']	['P16664']
IPR001248	Purine-cytosine permease	10	['FCY2', 'NRT1', 'FUR4', 'FUI1', 'DAL4', 'THI7', 'THI72', 'FCY21', 'TPN1', 'FCY22']	['P17064', 'Q08485', 'P05316', 'P38196', 'Q04895', 'Q05998', 'Q08579', 'P40039', 'P53099', 'Q12119']
IPR002109	Glutaredoxin	8	['GRX2', 'GRX6', 'GRX4', 'GRX5', 'GRX3', 'GRX1', 'GRX8', 'GRX7']	['P17695', 'Q12438', 'P32642', 'Q02784', 'Q03835', 'P25373', 'Q05926', 'P38068']
IPR014025	Glutaredoxin subgroup	4	['GRX2', 'GRX6', 'GRX1', 'GRX7']	['P17695', 'Q12438', 'P25373', 'P38068']
IPR022672	Hexokinase, N-terminal	5	['GLK1', 'HXK1', 'HXK2', 'EMI2', 'NGK1']	['P17709', 'P04806', 'P04807', 'Q04409', 'Q06204']
IPR022673	Hexokinase, C-terminal	5	['GLK1', 'HXK1', 'HXK2', 'EMI2', 'NGK1']	['P17709', 'P04806', 'P04807', 'Q04409', 'Q06204']
IPR001078	2-oxoacid dehydrogenase acyltransferase, catalytic domain	2	['KGD2', 'LAT1']	['P19262', 'P12695']
IPR046364	Exocyst complex subunit Exo70, C-terminal	1	['EXO70']	['P19658']
IPR033789	Gal11, coactivator domain	1	['GAL11']	['P19659']
IPR036546	Mediator complex subunit 15, KIX domain	1	['GAL11']	['P19659']
IPR026873	Geranylgeranyl transferase type-2 subunit beta	1	['BET2']	['P20133']
IPR000897	Signal recognition particle, SRP54 subunit, GTPase domain	2	['SRP54', 'SRP101']	['P20424', 'P32916']
IPR004125	Signal recognition particle, SRP54 subunit, M-domain	1	['SRP54']	['P20424']
IPR013822	Signal recognition particle SRP54, helical bundle	2	['SRP54', 'SRP101']	['P20424', 'P32916']
IPR001650	Helicase, C-terminal domain-like	79	['DBP3', 'DBP5', 'RAD16', 'FUN30', 'STH1', 'BRR2', 'SKI2', 'ISW1', 'RRP3', 'DBP8', 'MTR4', 'INO80', 'SWR1', 'DED1', 'PRP5', 'PRP22', 'DBP2', 'MAK5', 'HFM1', 'SLH1', 'SLH1', 'ECM16', 'HRQ1', 'PRP2', 'HCA4', 'PRP28', 'DBP1', 'RAD5', 'RAD54', 'RDH54', 'SUB2', 'ISW2', 'TIF1', 'PRP16', 'SUV3', 'CHD1', 'DHR2', 'DHH1', 'ROK1', 'PRP43', 'MRH4', 'DBP6', 'DBP9', 'IRC20', 'FAL1', 'MSS116', 'SNF2', 'SPB4', 'MOT1', 'DRS1', 'SGS1', 'RAD26', 'MPH1', 'SSL2', 'HAS1', 'ULS1', 'DBP10', 'YRF1-4', 'YRF1-1', 'YRF1-2', 'IRC5', '[]', 'YRF1-7', 'DBP7', 'YRF1-3', 'YRF1-6', 'IRC3', 'YRF1-5', '[]', '[]', '[]', '[]', 'YRF1-8', '[]', '[]', '[]', '[]', '[]', '[]']	['P20447', 'P20449', 'P31244', 'P31380', 'P32597', 'P32639', 'P35207', 'P38144', 'P38712', 'P38719', 'P47047', 'P53115', 'Q05471', 'P06634', 'P21372', 'P24384', 'P24783', 'P38112', 'P51979', 'P53327', 'P53327', 'Q04217', 'Q05549', 'P20095', 'P20448', 'P23394', 'P24784', 'P32849', 'P32863', 'P38086', 'Q07478', 'Q08773', 'P10081', 'P15938', 'P32580', 'P32657', 'P36009', 'P39517', 'P45818', 'P53131', 'P53166', 'P53734', 'Q06218', 'Q06554', 'Q12099', 'P15424', 'P22082', 'P25808', 'P32333', 'P32892', 'P35187', 'P40352', 'P40562', 'Q00578', 'Q03532', 'Q08562', 'Q12389', 'O13559', 'P0CX20', 'P40105', 'P43610', 'Q08995', 'P0CX15', 'P36120', 'P0CX14', 'P53819', 'Q06683', 'P0CX21', 'P40889', 'Q03099', 'Q06698', 'Q3E7X8', 'P0CX22', 'P43538', 'Q07888', 'Q99208', 'P40434', 'Q3E7Y4', 'A0A023PXF5']
IPR011545	DEAD/DEAH box helicase domain	58	['DBP3', 'DBP5', 'BRR2', 'BRR2', 'SKI2', 'RRP3', 'DBP8', 'MTR4', 'DED1', 'PRP5', 'PRP22', 'DBP2', 'MAK5', 'HFM1', 'ECM16', 'HRQ1', 'PRP2', 'HCA4', 'PRP28', 'DBP1', 'SUB2', 'TIF1', 'PRP16', 'DHR2', 'DHH1', 'ROK1', 'PRP43', 'MRH4', 'DBP6', 'DBP9', 'FAL1', 'MSS116', 'SPB4', 'DRS1', 'SGS1', 'HAS1', 'DBP10', 'YRF1-4', 'YRF1-1', 'YRF1-2', '[]', 'YRF1-7', 'DBP7', 'YRF1-3', 'YRF1-6', 'YRF1-5', '[]', '[]', '[]', '[]', 'YRF1-8', '[]', '[]', '[]', '[]', '[]', '[]', '[]']	['P20447', 'P20449', 'P32639', 'P32639', 'P35207', 'P38712', 'P38719', 'P47047', 'P06634', 'P21372', 'P24384', 'P24783', 'P38112', 'P51979', 'Q04217', 'Q05549', 'P20095', 'P20448', 'P23394', 'P24784', 'Q07478', 'P10081', 'P15938', 'P36009', 'P39517', 'P45818', 'P53131', 'P53166', 'P53734', 'Q06218', 'Q12099', 'P15424', 'P25808', 'P32892', 'P35187', 'Q03532', 'Q12389', 'O13559', 'P0CX20', 'P40105', 'Q08995', 'P0CX15', 'P36120', 'P0CX14', 'P53819', 'P0CX21', 'P40889', 'Q03099', 'Q06698', 'Q3E7X8', 'P0CX22', 'P43538', 'Q07888', 'Q99208', 'P40434', 'Q3E7Y5', 'P38721', 'P38899']
IPR014014	RNA helicase, DEAD-box type, Q motif	20	['DBP5', 'RRP3', 'DBP8', 'DED1', 'PRP5', 'DBP2', 'MAK5', 'HCA4', 'DBP1', 'SUB2', 'TIF1', 'DHH1', 'ROK1', 'DBP9', 'FAL1', 'SPB4', 'DRS1', 'HAS1', 'DBP10', 'DBP7']	['P20449', 'P38712', 'P38719', 'P06634', 'P21372', 'P24783', 'P38112', 'P20448', 'P24784', 'Q07478', 'P10081', 'P39517', 'P45818', 'Q06218', 'Q12099', 'P25808', 'P32892', 'Q03532', 'Q12389', 'P36120']
IPR003029	S1 domain	16	['SUI2', 'RPB7', 'PRP22', 'RRP5', 'RRP5', 'RRP5', 'RRP5', 'RRP5', 'RRP5', 'RRP5', 'RRP5', 'RRP5', 'RRP5', 'RRP5', 'RRP5', 'DIS3']	['P20459', 'P34087', 'P24384', 'Q05022', 'Q05022', 'Q05022', 'Q05022', 'Q05022', 'Q05022', 'Q05022', 'Q05022', 'Q05022', 'Q05022', 'Q05022', 'Q05022', 'Q08162']
IPR026054	Nuclear pore complex protein	1	['NUP1']	['P20676']
IPR024672	Agglutinin-like protein, N-terminal	1	['SAG1']	['P20840']
IPR005475	Transketolase-like, pyrimidine-binding domain	4	['KGD1', 'TKL1', 'PDB1', 'TKL2']	['P20967', 'P23254', 'P32473', 'P33315']
IPR031717	2-oxoglutarate dehydrogenase E1 component/KDG, C-terminal	1	['KGD1']	['P20967']
IPR032106	2-oxoglutarate dehydrogenase E1 component, N-terminal domain	1	['KGD1']	['P20967']
IPR013087	Zinc finger C2H2-type	107	['ACE2', 'ACE2', 'RME1', 'RME1', 'RME1', 'MIG3', 'MIG3', 'OTU1', 'ZAP1', 'ZAP1', 'ZAP1', 'ZAP1', 'ZAP1', 'ZAP1', 'ZAP1', 'MIG2', 'MIG2', 'MOT3', 'MOT3', 'GIS1', 'GIS1', 'VMS1', 'HEL2', 'HEL2', 'HEL2', 'ADR1', 'ADR1', 'SFP1', 'SFP1', 'SFP1', 'MSN4', 'MSN4', 'REI1', 'REI1', 'RPH1', 'RPH1', 'AZF1', 'AZF1', 'AZF1', 'AZF1', 'STP1', 'STP1', 'MET31', 'MET31', 'SWI5', 'SWI5', 'MIG1', 'MIG1', 'MET32', 'MET32', 'PEP7', 'RIM101', 'RIM101', 'RIM101', 'NRG1', 'NRG1', 'BRE1', 'MSN2', 'MSN2', 'STP2', 'STP2', 'CRZ1', 'CRZ1', 'CRZ1', 'RPN4', 'NRG2', 'NRG2', 'USV1', 'USV1', 'RSF2', 'RSF2', 'JJJ1', 'JJJ1', 'TDA9', 'TDA9', 'FZF1', 'FZF1', 'FZF1', 'FZF1', 'FZF1', 'PZF1', 'PZF1', 'PZF1', 'PZF1', 'PZF1', 'PZF1', 'PZF1', 'PZF1', '[]', '[]', 'CMR3', 'CMR3', 'STP4', 'STP4', 'STP4', '[]', '[]', 'RGM1', 'RGM1', 'STP3', 'STP3', 'SNU23', '[]', '[]', '[]', '[]', '[]']	['P21192', 'P21192', 'P32338', 'P32338', 'P32338', 'P39943', 'P39943', 'P43558', 'P47043', 'P47043', 'P47043', 'P47043', 'P47043', 'P47043', 'P47043', 'P53035', 'P53035', 'P54785', 'P54785', 'Q03833', 'Q03833', 'Q04311', 'Q05580', 'Q05580', 'Q05580', 'P07248', 'P07248', 'P32432', 'P32432', 'P32432', 'P33749', 'P33749', 'P38344', 'P38344', 'P39956', 'P39956', 'P41696', 'P41696', 'P41696', 'P41696', 'Q00947', 'Q00947', 'Q03081', 'Q03081', 'P08153', 'P08153', 'P27705', 'P27705', 'Q12041', 'Q12041', 'P32609', 'P33400', 'P33400', 'P33400', 'Q03125', 'Q03125', 'Q07457', 'P33748', 'P33748', 'P38704', 'P38704', 'P53968', 'P53968', 'P53968', 'Q03465', 'P38082', 'P38082', 'Q12132', 'Q12132', 'P46974', 'P46974', 'P53863', 'P53863', 'Q04545', 'Q04545', 'P32805', 'P32805', 'P32805', 'P32805', 'P32805', 'P39933', 'P39933', 'P39933', 'P39933', 'P39933', 'P39933', 'P39933', 'P39933', 'P39959', 'P39959', 'Q12145', 'Q12145', 'Q07351', 'Q07351', 'Q07351', 'Q12139', 'Q12139', 'Q00453', 'Q00453', 'Q05937', 'Q05937', 'Q12368', 'P37263', 'P53243', 'P53243', 'Q12531', 'Q12531']
IPR002504	NAD kinase	3	['UTR1', 'YEF1', 'POS5']	['P21373', 'P32622', 'Q06892']
IPR015159	Recombination protein 107	1	['REC107']	['P21651']
IPR013927	Transcription factor Opi1/Ccg-8	2	['OPI1', 'OPI1']	['P21957', 'P21957']
IPR015348	Clathrin, heavy chain, linker, core motif	1	['CHC1']	['P22137']
IPR007120	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain	3	['RPA135', 'RPB2', 'RET1']	['P22138', 'P08518', 'P22276']
IPR007641	RNA polymerase Rpb2, domain 7	3	['RPA135', 'RPB2', 'RET1']	['P22138', 'P08518', 'P22276']
IPR007642	RNA polymerase Rpb2, domain 2	3	['RPA135', 'RPB2', 'RET1']	['P22138', 'P08518', 'P22276']
IPR007644	RNA polymerase, beta subunit, protrusion	3	['RPA135', 'RPB2', 'RET1']	['P22138', 'P08518', 'P22276']
IPR007645	RNA polymerase Rpb2, domain 3	3	['RPA135', 'RPB2', 'RET1']	['P22138', 'P08518', 'P22276']
IPR009674	DNA-directed RNA polymerase I subunit RPA2, domain 4	1	['RPA135']	['P22138']
IPR000268	DNA-directed RNA polymerase subunit RPABC5/Rpb10	1	['RPB10']	['P22139']
IPR014842	Iron-regulated transcriptional activator AFT	2	['AFT1', 'AFT2']	['P22149', 'Q08957']
IPR046361	Exocyst complex subunit EXOC6/Sec15, C-terminal	1	['SEC15']	['P22224']
IPR048359	Exocyst complex component EXOC6/Sec15, N-terminal domain	1	['SEC15']	['P22224']
IPR013194	Histone deacetylase interacting domain	1	['SIN3']	['P22579']
IPR031693	Sin3, C-terminal	1	['SIN3']	['P22579']
IPR013724	GIT, Spa2 homology (SHD) domain	6	['SPA2', 'SPA2', 'SPA2', 'SPA2', 'SPH1', 'SPH1']	['P23201', 'P23201', 'P23201', 'P23201', 'Q06160', 'Q06160']
IPR022018	ARF GTPase-activating protein GIT1, C-terminal	1	['SPA2']	['P23201']
IPR020189	Translation elongation factor, IF5A C-terminal	2	['HYP2', 'ANB1']	['P23301', 'P19211']
IPR048670	Translation initiation factor 5A-like, N-terminal	2	['HYP2', 'ANB1']	['P23301', 'P19211']
IPR001660	Sterile alpha motif domain	4	['STE11', 'BOI1', 'VTS1', 'BOI2']	['P23561', 'P38041', 'Q08831', 'P39969']
IPR029458	Ras-binding domain of Byr2	1	['STE11']	['P23561']
IPR000980	SH2 domain	1	['SPT6']	['P23615']
IPR006641	YqgF/RNase H-like domain	1	['SPT6']	['P23615']
IPR028083	Spt6 acidic, N-terminal domain	1	['SPT6']	['P23615']
IPR028088	Helix-turn-helix DNA-binding domain of Spt6	1	['SPT6']	['P23615']
IPR028231	Transcription elongation factor Spt6, YqgF domain	1	['SPT6']	['P23615']
IPR032706	Transcription elongation factor Spt6, helix-hairpin-helix motif	1	['SPT6']	['P23615']
IPR035018	Spt6, SH2 domain, C terminus	1	['SPT6']	['P23615']
IPR049540	Spt6-like, S1/OB domain	1	['SPT6']	['P23615']
IPR001180	Citron homology (CNH) domain	4	['VPS3', 'ROM2', 'TUS1', 'ROM1']	['P23643', 'P51862', 'Q06412', 'P53046']
IPR001353	Proteasome, subunit alpha/beta	6	['PRE7', 'PRE3', 'PRE1', 'PRE2', 'PRE4', 'PUP3']	['P23724', 'P38624', 'P22141', 'P30656', 'P30657', 'P25451']
IPR000425	Major intrinsic protein	4	['FPS1', 'AQY1', 'AQY3', '[]']	['P23900', 'P0CD91', 'P43549', 'P0CD98']
IPR001900	Ribonuclease II/R	3	['SSD1', 'DSS1', 'DIS3']	['P24276', 'P39112', 'Q08162']
IPR041093	DIS3-like exonuclease 2, C-terminal	1	['SSD1']	['P24276']
IPR041505	Dis3-like cold-shock domain 2	2	['SSD1', 'DIS3']	['P24276', 'Q08162']
IPR004367	Cyclin, C-terminal domain	6	['CLB1', 'CLB2', 'CLB6', 'CLB3', 'CLB5', 'CLB4']	['P24868', 'P24869', 'P32943', 'P24870', 'P30283', 'P24871']
IPR006671	Cyclin, N-terminal	16	['CLB1', 'CLB2', 'CLB6', 'SSN8', 'PCL9', 'CTK2', 'CLB3', 'CLB5', 'CLN3', 'PCL1', 'PCL2', 'CCL1', 'CLN2', 'PCL5', 'CLN1', 'CLB4']	['P24868', 'P24869', 'P32943', 'P47821', 'Q12477', 'P46962', 'P24870', 'P30283', 'P13365', 'P24867', 'P25693', 'P37366', 'P20438', 'P38794', 'P20437', 'P24871']
IPR009071	High mobility group box domain	10	['ROX1', 'HMO1', 'NHP6A', 'NHP6B', 'ABF2', 'ABF2', 'NHP10', 'SPP41', 'IXR1', 'IXR1']	['P25042', 'Q03973', 'P11632', 'P11633', 'Q02486', 'Q02486', 'Q03435', 'P38904', 'P33417', 'P33417']
IPR013942	Mediator complex, subunit Med19, fungi	1	['ROX3']	['P25046']
IPR008847	Suppressor of forked	5	['RNA14', 'UTP6', 'RRP5', 'SYF1', 'CLF1']	['P25298', 'Q02354', 'Q05022', 'Q04048', 'Q12309']
IPR001305	Heat shock protein DnaJ, cysteine-rich domain	5	['SCJ1', 'YDJ1', 'MDJ1', 'APJ1', 'XDJ1']	['P25303', 'P25491', 'P35191', 'P53940', 'P39102']
IPR002939	Chaperone DnaJ, C-terminal	6	['SCJ1', 'YDJ1', 'MDJ1', 'SIS1', 'APJ1', 'XDJ1']	['P25303', 'P25491', 'P35191', 'P25294', 'P53940', 'P39102']
IPR024326	Ribosomal RNA-processing protein 7, C-terminal domain	1	['RRP7']	['P25368']
IPR040447	Rrp7, RRM-like N-terminal domain	1	['RRP7']	['P25368']
IPR000192	Aminotransferase class V domain	3	['NFS1', 'AGX1', 'SER1']	['P25374', 'P43567', 'P33330']
IPR013149	Alcohol dehydrogenase-like, C-terminal	17	['ADH7', 'ADH2', 'ADH3', 'SFA1', 'ADH6', 'ADH1', 'BDH1', 'SOR1', 'BDH2', 'XYL2', 'ADH5', 'ZTA1', 'SOR2', '[]', '[]', '[]', '[]']	['P25377', 'P00331', 'P07246', 'P32771', 'Q04894', 'P00330', 'P39714', 'P35497', 'P39713', 'Q07993', 'P38113', 'P38230', 'Q07786', 'Q03102', 'P25608', 'P53912', 'P54007']
IPR013154	Alcohol dehydrogenase-like, N-terminal	19	['ADH7', 'ADH2', 'ADH3', 'SFA1', 'ADH6', 'ADH1', 'BDH1', 'SOR1', 'BDH2', 'XYL2', 'AST1', 'ADH5', 'YIM1', 'ZTA1', 'SOR2', 'AST2', '[]', '[]', '[]']	['P25377', 'P00331', 'P07246', 'P32771', 'Q04894', 'P00330', 'P39714', 'P35497', 'P39713', 'Q07993', 'P35183', 'P38113', 'P28625', 'P38230', 'Q07786', 'P39945', 'P25608', 'P53912', 'P54007']
IPR020843	Polyketide synthase, enoylreductase domain	14	['ADH7', 'ADH2', 'ADH3', 'ADH1', 'SOR1', 'XYL2', 'AST1', 'ADH5', 'ZTA1', 'SOR2', 'AST2', '[]', '[]', '[]']	['P25377', 'P00331', 'P07246', 'P00330', 'P35497', 'Q07993', 'P35183', 'P38113', 'P38230', 'Q07786', 'P39945', 'P25608', 'P53912', 'P54007']
IPR031850	Fungal kinase associated-1 domain	2	['KCC4', 'GIN4']	['P25389', 'Q12263']
IPR005324	Small ribosomal subunit protein uS5, C-terminal	2	['RPS2', 'MRPS5']	['P25443', 'P33759']
IPR013810	Small ribosomal subunit protein uS5, N-terminal	2	['RPS2', 'MRPS5']	['P25443', 'P33759']
IPR003593	AAA+ ATPase domain	61	['DMC1', 'MSP1', 'NAM7', 'AFG2', 'AFG2', 'YME1', 'RFC4', 'PEX1', 'PEX1', 'RPT3', 'HCS1', 'RFC5', 'MCX1', 'RRM3', 'RPT2', 'YTA7', 'YTA12', 'SLH1', 'SLH1', 'RFC1', 'MGS1', 'RFC2', 'VPS4', 'RVB2', 'CDC6', 'RAD51', 'RPT5', 'HSP78', 'HSP78', 'PEX6', 'PIM1', 'RPT4', 'RVB1', 'SEC18', 'SEC18', 'RAD57', 'CDC48', 'CDC48', 'HSP104', 'HSP104', 'BCS1', 'RPT1', 'DYN1', 'DYN1', 'DYN1', 'RFC3', 'AFG3', 'CTF18', 'ORC1', 'RPT6', 'MDN1', 'MDN1', 'MDN1', 'MDN1', 'MDN1', 'MDN1', 'PCH2', 'RIX7', 'RIX7', 'SAP1', 'YTA6']	['P25453', 'P28737', 'P30771', 'P32794', 'P32794', 'P32795', 'P40339', 'P24004', 'P24004', 'P33298', 'P34243', 'P38251', 'P38323', 'P38766', 'P40327', 'P40340', 'P40341', 'P53327', 'P53327', 'P38630', 'P40151', 'P40348', 'P52917', 'Q12464', 'P09119', 'P25454', 'P33297', 'P33416', 'P33416', 'P33760', 'P36775', 'P53549', 'Q03940', 'P18759', 'P18759', 'P25301', 'P25694', 'P25694', 'P31539', 'P31539', 'P32839', 'P33299', 'P36022', 'P36022', 'P36022', 'P38629', 'P39925', 'P49956', 'P54784', 'Q01939', 'Q12019', 'Q12019', 'Q12019', 'Q12019', 'Q12019', 'Q12019', 'P38126', 'Q07844', 'Q07844', 'P39955', 'P40328']
IPR020587	DNA recombination and repair protein RecA, monomer-monomer interface	2	['DMC1', 'RAD51']	['P25453', 'P25454']
IPR007757	MT-A70-like	2	['KAR4', 'IME4']	['P25583', 'P41833']
IPR018564	DNA replication checkpoint mediator, MRC1 domain	1	['MRC1']	['P25588']
IPR053911	PGAP2IP, second transmembrane domain	1	['CWH43']	['P25618']
IPR053912	PGAP2IP, first transmembrane domain	1	['CWH43']	['P25618']
IPR002921	Fungal lipase-like domain	2	['ATG15', 'LIH1']	['P25641', 'P47145']
IPR000432	DNA mismatch repair protein MutS, C-terminal	6	['MSH2', 'MSH3', 'MSH1', 'MSH6', 'MSH5', 'MSH4']	['P25847', 'P25336', 'P25846', 'Q03834', 'Q12175', 'P40965']
IPR007695	DNA mismatch repair protein MutS-like, N-terminal	4	['MSH2', 'MSH3', 'MSH1', 'MSH6']	['P25847', 'P25336', 'P25846', 'Q03834']
IPR007696	DNA mismatch repair protein MutS, core	6	['MSH2', 'MSH3', 'MSH1', 'MSH6', 'MSH5', 'MSH4']	['P25847', 'P25336', 'P25846', 'Q03834', 'Q12175', 'P40965']
IPR007860	DNA mismatch repair protein MutS, connector domain	5	['MSH2', 'MSH3', 'MSH1', 'MSH6', 'MSH4']	['P25847', 'P25336', 'P25846', 'Q03834', 'P40965']
IPR031675	Serine-threonine protein phosphatase, N-terminal	4	['PPZ1', 'GLC7', 'PPQ1', 'PPZ2']	['P26570', 'P32598', 'P32945', 'P33329']
IPR008631	Glycogen synthase	2	['GSY2', 'GSY1']	['P27472', 'P23337']
IPR006083	Phosphoribulokinase/uridine kinase	3	['URK1', 'NRK1', 'DAS2']	['P27515', 'P53915', 'Q12084']
IPR020616	Thiolase, N-terminal	2	['POT1', 'ERG10']	['P27796', 'P41338']
IPR020617	Thiolase, C-terminal	2	['POT1', 'ERG10']	['P27796', 'P41338']
IPR007504	H/ACA ribonucleoprotein complex, subunit Gar1/Naf1	2	['GAR1', 'NAF1']	['P28007', 'P53919']
IPR039556	ICL/PEPM domain	2	['ICL1', 'ICL2']	['P28240', 'Q12031']
IPR024084	Isopropylmalate dehydrogenase-like domain	7	['IDH2', 'LYS12', 'IDP1', 'IDP2', 'IDH1', 'IDP3', 'LEU2']	['P28241', 'P40495', 'P21954', 'P41939', 'P28834', 'P53982', 'P04173']
IPR005720	Dihydroorotate dehydrogenase, catalytic	1	['URA1']	['P28272']
IPR022742	Serine aminopeptidase, S33	3	['YJU3', '[]', '[]']	['P28321', 'Q07379', 'P42840']
IPR002189	F-actin-capping protein subunit alpha	1	['CAP1']	['P28495']
IPR007052	CS domain	3	['SBA1', 'SGT1', 'SHQ1']	['P28707', 'Q08446', 'P40486']
IPR041569	AAA ATPase, AAA+ lid domain	22	['MSP1', 'AFG2', 'AFG2', 'YME1', 'PEX1', 'RPT2', 'YTA7', 'YTA12', 'VPS4', 'RPT5', 'PEX6', 'RPT4', 'SEC18', 'CDC48', 'CDC48', 'RPT1', 'AFG3', 'RPT6', 'RIX7', 'RIX7', 'SAP1', 'YTA6']	['P28737', 'P32794', 'P32794', 'P32795', 'P24004', 'P40327', 'P40340', 'P40341', 'P52917', 'P33297', 'P33760', 'P53549', 'P18759', 'P25694', 'P25694', 'P33299', 'P39925', 'Q01939', 'Q07844', 'Q07844', 'P39955', 'P40328']
IPR000453	Chorismate synthase	1	['ARO2']	['P28777']
IPR006966	Peroxin-3	1	['PEX3']	['P28795']
IPR045004	Enoyl-CoA hydratase/isomerase domain	1	['EHD3']	['P28817']
IPR023410	14-3-3 domain	2	['BMH1', 'BMH2']	['P29311', 'P34730']
IPR054295	Domain of unknown function (DUF7031)	1	['CHS3']	['P29465']
IPR001662	Elongation factor 1B gamma, C-terminal	2	['CAM1', 'TEF4']	['P29547', 'P36008']
IPR004045	Glutathione S-transferase, N-terminal	9	['CAM1', 'URE2', 'ECM4', 'GTT2', 'GTT1', 'GTO1', 'TEF4', 'GTO3', '[]']	['P29547', 'P23202', 'P36156', 'Q12390', 'P40582', 'P48239', 'P36008', 'Q04806', 'P42936']
IPR004046	Glutathione S-transferase, C-terminal	6	['CAM1', 'URE2', 'GTT2', 'GTT1', 'TEF4', '[]']	['P29547', 'P23202', 'Q12390', 'P40582', 'P36008', 'P42936']
IPR010987	Glutathione S-transferase, C-terminal-like	7	['CAM1', 'ECM4', 'GTT2', 'GTT1', 'TEF4', 'GTO3', '[]']	['P29547', 'P36156', 'Q12390', 'P40582', 'P36008', 'Q04806', 'P42936']
IPR020846	Major facilitator superfamily domain	63	['ITR1', 'HXT1', 'QDR3', 'HXT6', 'HXT15', 'HXT11', 'HXT2', 'HXT4', 'DTR1', 'MAL11', 'AQR1', 'RGT2', 'JEN1', 'HXT7', 'SNF3', 'PHO84', 'GIT1', 'HXT3', 'HXT5', 'TPO1', 'ATR1', 'HXT8', 'HXT14', 'HXT16', 'AZR1', 'ENB1', 'VBA3', 'ITR2', '[]', 'QDR1', 'TPO2', 'TPO3', 'MPH3', 'ARN2', 'STL1', 'HXT17', 'MCH5', 'MPH2', 'QDR2', 'HXT9', 'HXT10', 'GAL2', 'HXT13', 'AMF1', 'HXT12', 'BSC6', 'VBA5', 'MAL31', 'YHK8', 'VBA4', 'MCH4', '[]', '[]', 'FLR1', '[]', 'VBA2', 'VPS73', 'VBA1', 'SGE1', '[]', '[]', '[]', '[]']	['P30605', 'P32465', 'P38227', 'P39003', 'P54854', 'P54862', 'P23585', 'P32467', 'P38125', 'P53048', 'P53943', 'Q12300', 'P36035', 'P39004', 'P10870', 'P25297', 'P25346', 'P32466', 'P38695', 'Q07824', 'P13090', 'P40886', 'P42833', 'P47185', 'P50080', 'Q08299', 'P25594', 'P30606', 'P40445', 'P40475', 'P53283', 'Q06451', 'P0CE00', 'P38724', 'P39932', 'P53631', 'Q08777', 'P0CD99', 'P40474', 'P40885', 'P43581', 'P13181', 'P39924', 'Q08902', 'P40441', 'Q08280', 'P36172', 'P38156', 'P38776', 'Q04602', 'Q08268', 'Q12407', 'P25351', 'P38124', 'P38142', 'P38358', 'P53142', 'Q04301', 'P33335', 'P43562', 'Q03263', 'Q04162', 'P47159']
IPR006642	Rad18, zinc finger UBZ4-type	3	['PSO2', 'RAD18', 'MGS1']	['P30620', 'P10862', 'P40151']
IPR011084	DNA repair metallo-beta-lactamase	1	['PSO2']	['P30620']
IPR018999	RNA helicase UPF1, Cys/His rich zinc-binding domain	1	['NAM7']	['P30771']
IPR040812	RNA helicase UPF1, 1B domain	1	['NAM7']	['P30771']
IPR041679	DNA2/NAM7 helicase-like, C-terminal	5	['NAM7', 'ECM32', 'HCS1', 'DNA2', 'SEN1']	['P30771', 'P32644', 'P34243', 'P38859', 'Q00416']
IPR001465	Malate synthase, TIM barrel domain	2	['MLS1', 'DAL7']	['P30952', 'P21826']
IPR048355	Malate synthase, C-terminal domain	2	['MLS1', 'DAL7']	['P30952', 'P21826']
IPR048356	Malate synthase, N-terminal domain	2	['MLS1', 'DAL7']	['P30952', 'P21826']
IPR000330	SNF2, N-terminal	17	['RAD16', 'FUN30', 'STH1', 'ISW1', 'INO80', 'SWR1', 'RAD5', 'RAD54', 'RDH54', 'ISW2', 'CHD1', 'IRC20', 'SNF2', 'MOT1', 'RAD26', 'ULS1', 'IRC5']	['P31244', 'P31380', 'P32597', 'P38144', 'P53115', 'Q05471', 'P32849', 'P32863', 'P38086', 'Q08773', 'P32657', 'Q06554', 'P22082', 'P32333', 'P40352', 'Q08562', 'P43610']
