	Domain name	Count	Proteins
IPR005637	['TAP C-terminal (TAP-C) domain']	1	['MEX67']
IPR018222	['Nuclear transport factor 2, eukaryote']	1	['MEX67']
IPR040736	['Mex67, RNA recognition motif']	1	['MEX67']
IPR044868	['Rpn13/ADRM1, Pru domain']	1	['RPN13']
IPR001387	['Cro/C1-type helix-turn-helix domain']	1	['MBF1']
IPR013729	['Multiprotein bridging factor 1, N-terminal']	1	['MBF1']
IPR001424	['Superoxide dismutase, copper/zinc binding domain']	1	['SOD1']
IPR039430	['Thymidylate kinase-like domain']	1	['CDC8']
IPR013148	['Glycosyl hydrolase family 32, N-terminal']	1	['SUC2']
IPR013189	['Glycosyl hydrolase family 32, C-terminal']	1	['SUC2']
IPR020810	['Enolase, C-terminal TIM barrel domain']	5	['ENO2', 'ENO1', 'ERR1', 'ERR2', 'ERR3']
IPR020811	['Enolase, N-terminal']	5	['ENO2', 'ENO1', 'ERR1', 'ERR2', 'ERR3']
IPR013750	['GHMP kinase, C-terminal domain']	3	['GAL1', 'GAL3', 'THR1']
IPR019539	['Galactokinase, N-terminal domain']	2	['GAL1', 'GAL3']
IPR005600	['Gal4 dimerisation domain']	1	['GAL4']
IPR001509	['NAD-dependent epimerase/dehydratase']	6	['GAL10', 'ARI1', 'COQ11', '[]', '[]', '[]']
IPR032454	['Histone H2A, C-terminal domain']	3	['HTA1', 'HTA2', 'HTZ1']
IPR005101	['Cryptochrome/DNA photolyase, FAD-binding domain']	1	['PHR1']
IPR006050	['DNA photolyase, N-terminal']	1	['PHR1']
IPR041997	['Large ribosomal subunit protein eL6, KOW domain']	2	['RPL6B', 'RPL6A']
IPR041083	['AAA lid domain']	2	['SIR3', 'ORC1']
IPR006166	['ERCC4 domain']	3	['RAD1', 'MUS81', 'MMS4']
IPR009056	['Cytochrome c-like domain']	3	['CYT1', 'CYC1', 'CYC7']
IPR002474	['Carbamoyl-phosphate synthase small subunit, N-terminal domain']	2	['CPA1', 'URA2']
IPR001356	['Homeobox domain']	9	['PHO2', 'MATALPHA2', 'YOX1', 'YHP1', 'CUP9', 'HMLALPHA2', 'HMRA1', 'HMRA2', 'TOS8']
IPR001222	['Zinc finger, TFIIS-type']	4	['DST1', 'RPB9', 'RPA12', 'RPC11']
IPR003617	['Transcription elongation factor, TFIIS/CRSP70, N-terminal, sub-type']	1	['DST1']
IPR003618	['Transcription elongation factor S-II, central domain']	2	['DST1', 'BYE1']
IPR011766	['Thiamine pyrophosphate enzyme, TPP-binding']	7	['ILV2', 'ARO10', 'PDC1', 'PDC6', 'PDC5', 'THI3', 'PXP1']
IPR012000	['Thiamine pyrophosphate enzyme, central domain']	7	['ILV2', 'ARO10', 'PDC1', 'PDC6', 'PDC5', 'THI3', 'PXP1']
IPR012001	['Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain']	7	['ILV2', 'ARO10', 'PDC1', 'PDC6', 'PDC5', 'THI3', 'PXP1']
IPR009081	['Phosphopantetheine binding ACP domain']	3	['LYS2', 'FAS2', 'ACP1']
IPR010080	['Thioester reductase-like domain']	1	['LYS2']
IPR018789	['Flocculin 11 domain']	2	['FLO11', 'BSC1']
IPR001975	['Large ribosomal subunit protein eL40 domain']	2	['RPL40A', 'RPL40B']
IPR022666	['Large ribosomal subunit protein uL2, RNA-binding domain']	3	['RPL2A', 'RPL2B', 'RML2']
IPR022669	['Large ribosomal subunit protein uL2, C-terminal']	3	['RPL2A', 'RPL2B', 'RML2']
IPR022710	['Metallothionein domain, yeast']	2	['CUP1-1', 'CUP1-2']
IPR001670	['Alcohol dehydrogenase, iron-type/glycerol dehydrogenase GldA']	1	['ADH4']
IPR025755	['Large ribosomal subunit protein uL4, C-terminal domain']	2	['RPL4A', 'RPL4B']
IPR016137	['RGS domain']	3	['SST2', 'RAX1', 'RGS2']
IPR002884	['P domain']	1	['KEX2']
IPR015088	['Zinc finger, DNA-directed DNA polymerase, family B, alpha']	1	['POL1']
IPR024647	['DNA polymerase alpha catalytic subunit, N-terminal domain']	1	['POL1']
IPR023210	['NADP-dependent oxidoreductase domain']	16	['GCY1', 'ARA1', 'GRE3', '[]', '[]', 'YPR1', 'ARA2', '[]', 'AAD14', '[]', 'AAD16', 'AAD3', 'AAD6', 'AAD4', 'AAD15', 'AAD10']
IPR015927	['Peptidase S24/S26A/S26B/S26C']	1	['SEC11']
IPR001098	['DNA-directed DNA polymerase, family A, palm domain']	1	['MIP1']
IPR041336	['DNA mitochondrial polymerase, exonuclease domain']	1	['MIP1']
IPR047580	['DNA polymerase gamma, palm domain']	1	['MIP1']
IPR001709	['Flavoprotein pyridine nucleotide cytochrome reductase']	13	['NCP1', 'NCP1', 'NCP1', 'MCR1', 'CBR1', 'PGA3', 'TAH18', 'TAH18', 'TAH18', 'MET10', 'MET10', 'MET10', 'AIM33']
IPR003097	['Sulfite reductase [NADPH] flavoprotein alpha-component-like, FAD-binding']	3	['NCP1', 'TAH18', 'MET10']
IPR030395	['Glycerophosphodiester phosphodiesterase domain']	3	['PHO81', 'PGC1', 'GDE1']
IPR003126	['Zinc finger, UBR-type']	2	['UBR1', 'UBR2']
IPR044046	['E3 ubiquitin-protein ligase UBR-like, C-terminal']	2	['UBR1', 'UBR2']
IPR013910	['Transcription factor PAP1']	2	['YAP1', 'CAD1']
IPR000783	['RNA polymerase, subunit H/Rpb5 C-terminal']	1	['RPB5']
IPR005571	['RNA polymerase, Rpb5, N-terminal']	1	['RPB5']
IPR025313	['Domain of unknown function DUF4217']	4	['HCA4', 'SPB4', 'HAS1', 'DBP7']
IPR021646	['Sir1, ORC-binding domain']	20	['SIR1', 'SIR1', 'YRF1-1', 'YRF1-7', 'YRF1-3', 'YRF1-6', 'YRF1-5', '[]', '[]', 'YRF1-8', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]']
IPR004365	['OB-fold nucleic acid binding domain, AA-tRNA synthetase-type']	7	['RFA1', 'RFA2', 'DPS1', 'KRS1', 'MSD1', 'SLM5', 'DED81']
IPR007199	['Replication factor-A protein 1, N-terminal']	1	['RFA1']
IPR013955	['Replication factor A, C-terminal']	1	['RFA1']
IPR031657	['Replication protein A, OB domain']	1	['RFA1']
IPR018965	['Ubiquitin-activating enzyme E1, C-terminal']	1	['UBA1']
IPR004108	['Iron hydrogenase, large subunit, C-terminal']	1	['NAR1']
IPR007708	['Lariat debranching enzyme, C-terminal']	1	['DBR1']
IPR002219	['Protein kinase C-like, phorbol ester/diacylglycerol-binding domain']	2	['PKC1', 'PKC1']
IPR011072	['HR1 rho-binding domain']	2	['PKC1', 'PKC1']
IPR024689	['Proteasome beta subunit, C-terminal']	1	['PUP1']
IPR013705	['Sterol methyltransferase C-terminal']	1	['ERG6']
IPR030384	['SAM-dependent methyltransferase SMT-type']	1	['ERG6']
IPR003163	['Transcription regulator HTH, APSES-type DNA-binding domain']	5	['SWI4', 'MBP1', 'PHD1', 'XBP1', 'SOK2']
IPR006953	['Vesicle tethering protein Uso1/P115-like, head domain']	1	['USO1']
IPR006955	['Uso1/p115-like vesicle tethering protein, C-terminal']	1	['USO1']
IPR011678	['ER membrane protein complex subunit 1, C-terminal']	1	['EMC1']
IPR019455	['Acetolactate synthase, small subunit, C-terminal']	1	['ILV6']
IPR018808	['Muniscin, C-terminal']	1	['SYP1']
IPR024977	['Anaphase-promoting complex subunit 4-like, WD40 domain']	5	['PWP2', 'SIF2', 'CDH1', 'UTP21', 'CAC2']
IPR008332	['Methylguanine DNA methyltransferase, ribonuclease-like domain']	1	['MGT1']
IPR014048	['Methylated-DNA-[protein]-cysteine S-methyltransferase, DNA binding']	1	['MGT1']
IPR014892	['Replication protein A, C-terminal']	1	['RFA2']
IPR004680	['Citrate transporter-like domain']	3	['PHO91', 'PHO87', 'PHO90']
IPR005100	['NGN domain']	1	['SPT5']
IPR022581	['Spt5 transcription elongation factor, N-terminal']	1	['SPT5']
IPR024945	['Spt5 C-terminal domain']	1	['SPT5']
IPR041973	['Spt5, KOW domain repeat 1']	1	['SPT5']
IPR041975	['Spt5, KOW domain repeat 2']	1	['SPT5']
IPR041976	['Spt5, KOW domain repeat 3']	1	['SPT5']
IPR041977	['Spt5, KOW domain repeat 4']	1	['SPT5']
IPR041978	['Spt5, KOW domain repeat 5']	1	['SPT5']
IPR004147	['ABC1 atypical kinase-like domain']	3	['COQ8', 'MCP2', '[]']
IPR007810	['Pep3/Vps18/deep orange, beta-propeller domain']	1	['PEP3']
IPR001223	['Glycoside hydrolase family 18, catalytic domain']	2	['CTS1', 'CTS2']
IPR005089	['Carbohydrate-binding module family 19']	1	['CTS1']
IPR011665	['Brf1, TBP-binding domain']	1	['BRF1']
IPR005135	['Endonuclease/exonuclease/phosphatase']	6	['CCR4', 'APN2', 'ISC1', 'NGL2', 'NGL1', 'NGL3']
IPR020850	['GTPase effector domain']	1	['MGM1']
IPR010513	['KEN domain']	1	['IRE1']
IPR014038	['Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange domain']	1	['EFB1']
IPR018940	['Elongation factor 1 beta central acidic region, eukaryote']	1	['EFB1']
IPR001179	['FKBP-type peptidyl-prolyl cis-trans isomerase domain']	4	['FPR2', 'FPR4', 'FPR1', 'FPR3']
IPR011494	['Protein HIRA-like, C-terminal']	2	['HIR2', 'HIR1']
IPR015256	['Initiation factor eIF2 gamma, C-terminal']	1	['GCD11']
IPR044127	['Initiation factor eIF2 gamma, domain 2']	1	['GCD11']
IPR003778	['Carboxyltransferase domain, subdomain A and B']	1	['DUR1,2']
IPR003833	['Carboxyltransferase domain, subdomain C and D']	1	['DUR1,2']
IPR014085	['Allophanate hydrolase']	1	['DUR1,2']
IPR000959	['POLO box domain']	2	['CDC5', 'CDC5']
IPR005145	['Threonylcarbamoyl-AMP synthase, C-terminal domain']	1	['SUA5']
IPR006070	['Threonylcarbamoyl-AMP synthase-like domain']	1	['SUA5']
IPR015360	['XPC-binding domain']	1	['RAD23']
IPR005160	['Ku70/Ku80 C-terminal arm']	1	['YKU70']
IPR014905	['HIRAN domain']	1	['RAD5']
IPR013967	['Rad54, N-terminal']	1	['RAD54']
IPR001912	['Small ribosomal subunit protein uS4, N-terminal']	3	['IMP3', 'RPS9A', 'RPS9B']
IPR040637	['Large ribosomal subunit protein uL10-like, insertion domain']	2	['MRT4', 'RPP0']
IPR002713	['FF domain']	6	['PRP40', 'PRP40', 'PRP40', 'PRP40', 'PRP40', 'URN1']
IPR044059	['Cns1/TTC4, wheel domain']	1	['CNS1']
IPR006096	['Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase, C-terminal']	3	['GDH2', 'GDH1', 'GDH3']
IPR006630	['La-type HTH domain']	3	['LHP1', 'SRO9', 'SLF1']
IPR015172	['MIF4G-like, type 1']	1	['STO1']
IPR015174	['MIF4G-like, type 2']	1	['STO1']
IPR002717	['Histone acetyltransferase domain, MYST-type']	3	['SAS3', 'SAS2', 'ESA1']
IPR012989	['SEP domain']	1	['SHP1']
IPR034737	['Translationally controlled tumour protein (TCTP) domain']	1	['TMA19']
IPR014891	['DWNN domain']	1	['MPE1']
IPR000917	['Sulfatase, N-terminal']	1	['MCD4']
IPR017852	['GPI ethanolamine phosphate transferase 1, C-terminal']	1	['MCD4']
IPR037671	['GPI ethanolamine phosphate transferase 1, N-terminal']	1	['MCD4']
IPR024261	['RNA binding protein She2']	1	['SHE2']
IPR003115	['ParB/Sulfiredoxin']	1	['SRX1']
IPR003954	['RNA recognition motif domain, eukaryote']	2	['MUD2', 'PET54']
IPR041332	['Pan3 pseudokinase domain']	1	['PAN3']
IPR002784	['Large ribosomal subunit protein eL14 domain']	2	['RPL14A', 'RPL14B']
IPR031838	['Fe-S cluster assembly protein Dre2, N-terminal']	1	['DRE2']
IPR046408	['Anamorsin, C-terminal']	1	['DRE2']
IPR001915	['Peptidase M48']	2	['OMA1', 'STE24']
IPR045495	['PI4-kinase, N-terminal']	1	['STT4']
IPR033731	['Glycyl-tRNA synthetase-like core domain']	1	['GRS1']
IPR002938	['FAD-binding domain']	2	['BNA4', 'COQ6']
IPR007484	['Peptidase M28']	6	['PFF1', 'APE3', 'VPS70', 'TRE2', '[]', '[]']
IPR048024	['Endoplasmic reticulum metallopeptidase 1-like, M28 peptidase domain']	1	['PFF1']
IPR005843	['Alpha-D-phosphohexomutase, C-terminal']	1	['PCM1']
IPR049022	['Phosphoacetylglucosamine mutase AMG1, domain III']	1	['PCM1']
IPR049023	['Phosphoacetylglucosamine mutase AMG1, domain II']	1	['PCM1']
IPR013725	['DNA replication factor RFC1, C-terminal']	1	['RFC1']
IPR047854	['Replication factor C, lid domain']	4	['RFC1', 'RFC2', 'RAD24', 'CTF18']
IPR001093	['IMP dehydrogenase/GMP reductase']	5	['IMD2', 'IMD4', 'IMD3', 'IMD1', '[]']
IPR002014	['VHS domain']	4	['HSE1', 'VPS27', 'GGA2', 'GGA1']
IPR040892	['RPN1, N-terminal']	1	['RPN1']
IPR041433	['26S proteasome non-ATPase regulatory subunit RPN1, C-terminal']	1	['RPN1']
IPR012981	['PIH1, N-terminal']	1	['PIH1']
IPR041441	['Pih1, Ascomycota, CS domain']	1	['PIH1']
IPR024610	['Inhibitor of growth protein, N-terminal histone-binding']	2	['YNG2', 'PHO23']
IPR024636	['Histone lysine methyltransferase SET associated']	1	['SET1']
IPR024657	['COMPASS complex Set1 subunit, N-SET domain']	1	['SET1']
IPR048669	['Histone-lysine N-methyltransferase SET1, RNA-binding domain']	1	['SET1']
IPR007698	['Alanine dehydrogenase/pyridine nucleotide transhydrogenase, NAD(H)-binding domain']	1	['LYS1']
IPR007886	['Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal']	1	['LYS1']
IPR048307	['Oligosaccharyl transferase STT3, N-terminal domain']	1	['STT3']
IPR048999	['STT3/PglB/AglB, core domain']	1	['STT3']
IPR021605	['Pcf11, Clp1-ID']	1	['PCF11']
IPR001781	['Zinc finger, LIM-type']	9	['RGA1', 'RGA1', 'LRG1', 'LRG1', 'LRG1', 'PXL1', 'PXL1', 'RGA2', 'RGA2']
IPR022745	['Eukaryotic translation initiation factor 4G1, eIF4E-binding domain']	2	['TIF4631', 'TIF4632']
IPR013719	['Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain']	3	['RTT106', 'POB3', 'SPT16']
IPR040770	['Rtt106, pleckstrin homology domain']	1	['RTT106']
IPR040993	['Histone chaperone Rtt106, N-terminal domain']	1	['RTT106']
IPR006887	['Serine/threonine-protein phosphatase 4 regulatory subunit 3-like, central domain']	1	['PSY2']
IPR021151	['GINS subunit, domain A']	4	['PSF2', 'SLD5', 'PSF3', 'PSF1']
IPR039462	['Nucleoporin Nup159/Nup146, N-terminal']	1	['NUP159']
IPR031760	['Centromere DNA-binding protein complex CBF3 subunit B, C-terminal']	1	['CEP3']
IPR011987	['ATPase, V1 complex, subunit H, C-terminal']	1	['VMA13']
IPR009723	['Pop1, N-terminal']	1	['POP1']
IPR012590	['POPLD domain']	1	['POP1']
IPR000156	['Ran binding domain']	3	['YRB1', 'YRB2', 'NUP2']
IPR005185	['Inner membrane component domain']	1	['VNX1']
IPR012954	['BP28, C-terminal domain']	1	['UTP10']
IPR022125	['U3 small nucleolar RNA-associated protein 10, N-terminal']	1	['UTP10']
IPR005052	['Legume-like lectin']	3	['EMP47', 'EMP46', 'UIP5']
IPR019542	['Enhancer of polycomb-like, N-terminal']	2	['EPL1', 'NTO1']
IPR021843	['Proteasome activator complex subunit 4 C-terminal domain']	1	['BLM10']
IPR032372	['Proteasome activator Blm10, N-terminal']	1	['BLM10']
IPR032430	['Proteasome activator Blm10, mid region']	1	['BLM10']
IPR028005	['N-acetyltransferase ESCO, zinc-finger']	1	['ECO1']
IPR028009	['N-acetyltransferase ESCO, acetyl-transferase domain']	1	['ECO1']
IPR000433	['Zinc finger, ZZ-type']	2	['RSC8', 'ADA2']
IPR007526	['SWIRM domain']	5	['RSC8', 'ADA2', 'SWI3', '[]', 'FUN19']
IPR032451	['SMARCC, C-terminal']	2	['RSC8', 'SWI3']
IPR025609	['Lsm14-like, N-terminal']	1	['SCD6']
IPR002547	['tRNA-binding domain']	1	['ARC1']
IPR005062	['SAC3/GANP/THP3, conserved domain']	2	['SAC3', 'THP3']
IPR024293	['SAC3 helical domain']	1	['SAC3']
IPR039467	"[""Transcription factor TFIIIB component B'', Myb domain""]"	1	['BDP1']
IPR024637	['CTD kinase subunit gamma Ctk3, C-terminal']	1	['CTK3']
IPR019533	['Peptidase S26']	2	['IMP2', 'IMP1']
IPR018844	['Nucleolar protein Dnt1-like, N-terminal']	2	['NET1', 'TOF2']
IPR019559	['Cullin protein, neddylation domain']	3	['RTT101', 'CUL3', 'CDC53']
IPR007234	['Vps53, N-terminal']	1	['VPS53']
IPR031745	['Vps53, C-terminal']	1	['VPS53']
IPR032054	['DNA replication factor Cdt1, C-terminal']	1	['TAH11']
IPR048255	['Vacuolar membrane-associated protein Iml1, N-terminal domain']	1	['IML1']
IPR032629	['Mon2/Sec7/BIG1-like, dimerisation and cyclophilin-binding domain']	2	['MON2', 'SEC7']
IPR032817	['Mon2, C-terminal']	1	['MON2']
IPR001607	['Zinc finger, UBP-type']	4	['UBP8', 'UBP14', 'SAD1', 'ETP1']
IPR018864	['Nucleoporin Nup188, N-terminal']	1	['NUP188']
IPR041634	['Nuclear pore protein Nup188, C-terminal']	1	['NUP188']
IPR048883	['Nucleoporin Nup188, N-terminal subdomain III']	1	['NUP188']
IPR007330	['MIT domain']	1	['VPS4']
IPR015415	['Spastin/Vps4, C-terminal']	3	['VPS4', 'SAP1', 'YTA6']
IPR013520	['Exonuclease, RNase T/DNA polymerase III']	5	['PAN2', 'RNH70', 'REX4', 'REX3', 'REX2']
IPR028881	['PAN2, UCH domain']	1	['PAN2']
IPR048841	['PAN2-PAN3 deadenylation complex catalytic subunit PAN2, N-terminal']	1	['PAN2']
IPR001870	['B30.2/SPRY domain']	3	['VID30', 'SSH4', 'EAR1']
IPR013144	['CRA domain']	2	['VID30', 'GID8']
IPR041024	['Mcm6, C-terminal winged-helix domain']	1	['MCM6']
IPR034732	['Extended PHD (ePHD) domain']	2	['SNT2', 'NTO1']
IPR009073	['Co-chaperone HscB, C-terminal oligomerisation domain']	1	['JAC1']
IPR006767	['Cwf19-like protein, C-terminal domain-2']	1	['DRN1']
IPR006768	['Cwf19-like, C-terminal domain-1']	1	['DRN1']
IPR046756	['V-type proton ATPase subunit S1/VOA1, transmembrane domain']	1	['VOA1']
IPR005818	['Linker histone H1/H5, domain H15']	2	['HHO1', 'HHO1']
IPR021418	['THO complex, subunitTHOC2, C-terminal']	2	['THO2', 'THO2']
IPR021726	['THO complex, subunitTHOC2, N-terminal']	1	['THO2']
IPR032302	['THO complex subunit 2, N-terminal domain']	1	['THO2']
IPR007667	['Hypoxia induced protein, domain']	2	['RCF2', 'RCF1']
IPR000058	['Zinc finger, AN1-type']	2	['CUZ1', 'TMC1']
IPR019154	['Arb2-like domain']	1	['HDA1']
IPR002889	['Carbohydrate-binding WSC']	4	['SLG1', 'WSC2', 'WSC3', 'WSC4']
IPR013860	['Nitrogen regulatory protein areA, GATA-like domain']	4	['REG1', 'GAT1', 'MKS1', 'REG2']
IPR000534	['Semialdehyde dehydrogenase, NAD-binding']	2	['ARG5,6', 'HOM2']
IPR001048	['Aspartate/glutamate/uridylate kinase']	4	['ARG5,6', 'PRO1', 'HOM3', '[]']
IPR006855	['Vertebrate-like NAGS Gcn5-related N-acetyltransferase (GNAT) domain']	2	['ARG5,6', 'ARG2']
IPR012280	['Semialdehyde dehydrogenase, dimerisation domain']	2	['ARG5,6', 'HOM2']
IPR021538	['Syntaxin-5, N-terminal, Sly1p-binding domain']	1	['SED5']
IPR007379	['Tim44-like domain']	1	['TIM44']
IPR021715	['Pre-mRNA-splicing factor SLU7 domain']	1	['SLU7']
IPR033658	['Glutaredoxin, PICOT-like']	1	['GRX5']
IPR002108	['Actin-depolymerising factor homology domain']	5	['COF1', 'TWF1', 'TWF1', 'ABP1', 'AIM7']
IPR041216	['Yeast SAGA-associated factor 11, N-terminal domain']	1	['SGF11']
IPR002893	['Zinc finger, MYND-type']	1	['MUB1']
IPR013272	['Vps72/YL1, C-terminal']	3	['VPS72', 'MSS51', 'IES6']
IPR046757	['Vps72/YL1, N-terminal']	1	['VPS72']
IPR031633	['DNA replication complex GINS protein SLD5, C-terminal']	1	['SLD5']
IPR038749	['GINS complex protein Sld5, alpha-helical domain']	1	['SLD5']
IPR018834	['DNA/RNA-binding domain, Est1-type']	2	['EBS1', 'EST1']
IPR019458	['Telomerase activating protein Est1-like, N-terminal']	2	['EBS1', 'EST1']
IPR023631	['Amidase signature domain']	2	['HER2', 'AMD2']
IPR022233	['TRAPP II complex TRAPPC10, C-terminal']	1	['TRS130']
IPR007846	['RNA-recognition motif (RRM) Nup35-type domain']	2	['NUP53', 'ASM4']
IPR024986	['Sister chromatid cohesion C-terminal domain']	1	['SCC2']
IPR047417	['MUS81, winged helix domain']	1	['MUS81']
IPR001910	['Inosine/uridine-preferring nucleoside hydrolase domain']	1	['URH1']
IPR006809	['TAFII28-like protein domain']	1	['TAF11']
IPR002818	['DJ-1/PfpI']	1	['HSP31']
IPR004871	['Cleavage/polyadenylation specificity factor, A subunit, C-terminal']	2	['RSE1', 'CFT1']
IPR018846	['Cleavage/polyadenylation specificity factor, A subunit, N-terminal']	1	['RSE1']
IPR024324	['Condensin complex subunit 1, N-terminal']	1	['YCS4']
IPR032682	['Condensin complex subunit 1, C-terminal']	2	['YCS4', 'YCS4']
IPR001279	['Metallo-beta-lactamase']	6	['YSH1', 'FMP30', 'CFT2', 'GLO2', 'GLO4', 'BDS1']
IPR011108	['Zn-dependent metallo-hydrolase, RNA specificity domain']	1	['YSH1']
IPR021718	"[""Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term""]"	2	['YSH1', 'SYC1']
IPR022712	['Beta-Casp domain']	2	['YSH1', 'CFT2']
IPR039431	['Vta1/callose synthase, N-terminal']	1	['VTA1']
IPR041212	['Vta1, C-terminal']	1	['VTA1']
IPR012580	['NUC153']	2	['ESF1', 'ENP2']
IPR047213	['Pyruvate decarboxylase/indolepyruvate decarboxylase-like, pyrimidine-binding domain']	5	['ARO10', 'PDC1', 'PDC6', 'PDC5', 'THI3']
IPR047214	['Pyruvate decarboxylase/indolepyruvate decarboxylase-like, PP-binding domain']	5	['ARO10', 'PDC1', 'PDC6', 'PDC5', 'THI3']
IPR015048	['Domain of unknown function DUF1899']	1	['CRN1']
IPR005612	['CCAAT-binding factor']	3	['NOC4', 'NOC3', 'MAK21']
IPR013651	['ATP-grasp fold, RimK-type']	1	['VIP1']
IPR040557	['VIP1, N-terminal']	1	['VIP1']
IPR000237	['GRIP domain']	2	['IMH1', 'RUD3']
IPR002314	['Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)']	7	['GRS2', 'DIA4', 'SES1', 'MST1', '[]', 'THS1', 'AIM10']
IPR019452	['Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1']	1	['VAM6']
IPR019453	['Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 2']	1	['VAM6']
IPR013883	['Transcription factor Iwr1 domain']	1	['IWR1']
IPR002931	['Transglutaminase-like']	2	['CYK3', 'PNG1']
IPR037675	['GPI ethanolamine phosphate transferase 3, N-terminal']	1	['GPI13']
IPR009543	['Vacuolar protein sorting-associated protein 13, VPS13 adaptor binding domain']	1	['VPS13']
IPR026854	['Vacuolar protein sorting-associated protein 13-like, N-terminal domain']	1	['VPS13']
IPR031642	['VPS13, middle RBG modules']	1	['VPS13']
IPR031645	['Vacuolar protein sorting-associated protein 13, DH-like domain']	1	['VPS13']
IPR031646	['Vacuolar protein sorting-associated protein 13, extended chorein']	1	['VPS13']
IPR049424	['Intermembrane lipid transfer protein VPS13, C-terminal']	1	['VPS13']
IPR033122	['LETM1-like, ribosome-binding domain']	2	['MDM38', 'YLH47']
IPR007751	['Domain of unknown function DUF676, lipase-like']	4	['LPL1', 'ROG1', '[]', '[]']
IPR003121	['SWIB/MDM2 domain']	3	['UAF30', 'TRI1', 'TMA64']
IPR014876	['DEK, C-terminal']	2	['UAF30', 'TRI1']
IPR004305	['Thiaminase-2/PQQC']	4	['THI21', 'THI20', 'THI22', 'PET18']
IPR004399	['Hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase domain']	3	['THI21', 'THI20', 'THI22']
IPR002121	['HRDC domain']	2	['RRP6', 'SGS1']
IPR002562	"[""3'-5' exonuclease domain""]"	1	['RRP6']
IPR012588	['Exosome-associated factor Rrp6, N-terminal']	1	['RRP6']
IPR025723	['Anion-transporting ATPase-like domain']	1	['GET3']
IPR006909	['Rad21/Rec8-like protein, C-terminal, eukaryotic']	1	['MCD1']
IPR008253	['Marvel domain']	3	['NCE102', 'FHN1', '[]']
IPR019005	['Vacuolar R-SNARE Nyv1, longin domain']	1	['NYV1']
IPR041048	['RuvB-like, AAA-lid domain']	2	['RVB2', 'RVB1']
IPR002489	['Glutamate synthase, alpha subunit, C-terminal']	1	['GLT1']
IPR002932	['Glutamate synthase domain']	1	['GLT1']
IPR006982	['Glutamate synthase, central-N']	1	['GLT1']
IPR028261	['Dihydroprymidine dehydrogenase domain II']	1	['GLT1']
IPR013244	['Sec39 domain']	1	['SEC39']
IPR013928	['Alkali metal cation/H+ antiporter Nha1, C-terminal']	2	['NHA1', 'NHA1']
IPR030386	['GB1/RHD3-type guanine nucleotide-binding (G) domain']	1	['SEY1']
IPR046758	['Sey1/RHD3-like, three-helix bundle domain']	1	['SEY1']
IPR008427	['Extracellular membrane protein, CFEM domain']	1	['CCW14']
IPR023184	['Ubiquinol-cytochrome C reductase hinge domain']	1	['QCR6']
IPR005798	['Cytochrome b/b6, C-terminal']	1	['COB']
IPR002429	['Cytochrome c oxidase subunit II-like C-terminal']	1	['COX2']
IPR011759	['Cytochrome C oxidase subunit II, transmembrane domain']	1	['COX2']
IPR000298	['Cytochrome c oxidase subunit III-like']	1	['COX3']
IPR004364	['Aminoacyl-tRNA synthetase, class II (D/K/N)']	6	['DPS1', 'KRS1', 'MSD1', 'SLM5', 'MSK1', 'DED81']
IPR002906	['Small ribosomal subunit protein eS31']	1	['RPS31']
IPR047260	['ERCC1-like, central domain']	1	['RAD10']
IPR011262	['DNA-directed RNA polymerase, insert domain']	2	['RPC40', 'RPB3']
IPR011263	['DNA-directed RNA polymerase, RpoA/D/Rpb3-type']	2	['RPC40', 'RPB3']
IPR007646	['RNA polymerase Rpb2, domain 4']	2	['RPB2', 'RET1']
IPR007647	['RNA polymerase Rpb2, domain 5']	2	['RPB2', 'RET1']
IPR024951	['Sulphate adenylyltransferase catalytic domain']	1	['MET3']
IPR025980	['ATP-sulfurylase PUA-like domain']	1	['MET3']
IPR033391	['Fructose-1-6-bisphosphatase class I, N-terminal']	1	['FBP1']
IPR044015	['Fructose-1-6-bisphosphatase class 1, C-terminal']	1	['FBP1']
IPR001606	['ARID DNA-binding domain']	2	['SWI1', 'ECM5']
IPR000722	['RNA polymerase, alpha subunit']	3	['RPA190', 'RPO21', 'RPO31']
IPR006592	['RNA polymerase, N-terminal']	3	['RPA190', 'RPO21', 'RPO31']
IPR007066	['RNA polymerase Rpb1, domain 3']	3	['RPA190', 'RPO21', 'RPO31']
IPR007080	['RNA polymerase Rpb1, domain 1']	3	['RPA190', 'RPO21', 'RPO31']
IPR007081	['RNA polymerase Rpb1, domain 5']	3	['RPA190', 'RPO21', 'RPO31']
IPR007083	['RNA polymerase Rpb1, domain 4']	3	['RPA190', 'RPO21', 'RPO31']
IPR015403	['Mon2/Sec7/BIG1-like, HDS']	1	['SEC7']
